Gene_set	Term	Overlap	P-value	Adjusted P-value	Old P-value	Old Adjusted P-value	Odds Ratio	Combined Score	Genes
GO_Biological_Process_2023	Positive Regulation Of Cell Junction Assembly (GO:1901890)	2/61	2.587069e-01	6.335537e-01	0	0	2.071704e+00	2.801067e+00	SLITRK6;AGT
GO_Biological_Process_2023	Negative Regulation Of Signal Transduction (GO:0009968)	6/267	2.636028e-01	6.335537e-01	0	0	1.408028e+00	1.877340e+00	GPR108;SPRY2;NR0B1;SHISA2;ADAMTS12;AGT
GO_Biological_Process_2023	Glycerophospholipid Metabolic Process (GO:0006650)	2/62	2.647056e-01	6.335537e-01	0	0	2.037072e+00	2.707547e+00	PLA2G4C;ABHD6
GO_Biological_Process_2023	Protein Lipidation (GO:0006497)	2/62	2.647056e-01	6.335537e-01	0	0	2.037072e+00	2.707547e+00	ZDHHC9;ZDHHC16
GO_Biological_Process_2023	Protein-Containing Complex Disassembly (GO:0032984)	2/62	2.647056e-01	6.335537e-01	0	0	2.037072e+00	2.707547e+00	MAP1LC3C;CHMP2A
GO_Biological_Process_2023	Negative Regulation Of Fatty Acid Metabolic Process (GO:0045922)	1/19	2.661823e-01	6.335537e-01	0	0	3.391822e+00	4.489327e+00	SOX9
GO_Biological_Process_2023	Regulation Of Early Endosome To Late Endosome Transport (GO:2000641)	1/19	2.661823e-01	6.335537e-01	0	0	3.391822e+00	4.489327e+00	MTMR2
GO_Biological_Process_2023	N-glycan Processing (GO:0006491)	1/19	2.661823e-01	6.335537e-01	0	0	3.391822e+00	4.489327e+00	GANC
GO_Biological_Process_2023	Nucleotide Biosynthetic Process (GO:0009165)	1/19	2.661823e-01	6.335537e-01	0	0	3.391822e+00	4.489327e+00	NMNAT3
GO_Biological_Process_2023	Oligodendrocyte Differentiation (GO:0048709)	1/19	2.661823e-01	6.335537e-01	0	0	3.391822e+00	4.489327e+00	SOX9
GO_Biological_Process_2023	Phosphatidylcholine Biosynthetic Process (GO:0006656)	1/19	2.661823e-01	6.335537e-01	0	0	3.391822e+00	4.489327e+00	SLC44A1
GO_Biological_Process_2023	Regulation Of Vascular Endothelial Growth Factor Signaling Pathway (GO:1900746)	1/19	2.661823e-01	6.335537e-01	0	0	3.391822e+00	4.489327e+00	SPRY2
GO_Biological_Process_2023	Chondroitin Sulfate Proteoglycan Biosynthetic Process (GO:0050650)	1/19	2.661823e-01	6.335537e-01	0	0	3.391822e+00	4.489327e+00	CHST3
GO_Biological_Process_2023	Positive Regulation Of Axon Extension (GO:0045773)	1/19	2.661823e-01	6.335537e-01	0	0	3.391822e+00	4.489327e+00	ZFYVE27
GO_Biological_Process_2023	Embryonic Digestive Tract Development (GO:0048566)	1/19	2.661823e-01	6.335537e-01	0	0	3.391822e+00	4.489327e+00	SALL1
GO_Biological_Process_2023	Linoleic Acid Metabolic Process (GO:0043651)	1/19	2.661823e-01	6.335537e-01	0	0	3.391822e+00	4.489327e+00	ELOVL2
GO_Biological_Process_2023	Protein Insertion Into Membrane (GO:0051205)	1/19	2.661823e-01	6.335537e-01	0	0	3.391822e+00	4.489327e+00	EGFR
GO_Biological_Process_2023	Multicellular Organismal-Level Water Homeostasis (GO:0050891)	1/19	2.661823e-01	6.335537e-01	0	0	3.391822e+00	4.489327e+00	AQP4
GO_Biological_Process_2023	Regulation Of Acute Inflammatory Response (GO:0002673)	1/19	2.661823e-01	6.335537e-01	0	0	3.391822e+00	4.489327e+00	KLKB1
GO_Biological_Process_2023	Negative Regulation Of Axon Extension Involved In Axon Guidance (GO:0048843)	1/19	2.661823e-01	6.335537e-01	0	0	3.391822e+00	4.489327e+00	SEMA6B
GO_Biological_Process_2023	Negative Regulation Of Transmembrane Receptor Protein Serine/Threonine Kinase Signaling Pathway (GO:0090101)	3/111	2.667821e-01	6.337944e-01	0	0	1.698698e+00	2.244529e+00	BAMBI;VWC2;SPRY2
GO_Biological_Process_2023	Regulation Of Protein Ubiquitination (GO:0031396)	3/113	2.755300e-01	6.378967e-01	0	0	1.667642e+00	2.149688e+00	ANGPT1;SPRY2;GTPBP4
GO_Biological_Process_2023	Endocytic Recycling (GO:0032456)	2/64	2.767021e-01	6.378967e-01	0	0	1.971159e+00	2.532572e+00	EHD1;VTI1A
GO_Biological_Process_2023	Fc-gamma Receptor Signaling Pathway Involved In Phagocytosis (GO:0038096)	1/20	2.780447e-01	6.378967e-01	0	0	3.213142e+00	4.112736e+00	VAV3
GO_Biological_Process_2023	Negative Regulation Of miRNA Transcription (GO:1902894)	1/20	2.780447e-01	6.378967e-01	0	0	3.213142e+00	4.112736e+00	SOX9
GO_Biological_Process_2023	Actin Filament-Based Transport (GO:0099515)	1/20	2.780447e-01	6.378967e-01	0	0	3.213142e+00	4.112736e+00	MYO5C
GO_Biological_Process_2023	Activation Of Adenylate Cyclase Activity (GO:0007190)	1/20	2.780447e-01	6.378967e-01	0	0	3.213142e+00	4.112736e+00	GLP1R
GO_Biological_Process_2023	Negative Regulation Of Small GTPase Mediated Signal Transduction (GO:0051058)	1/20	2.780447e-01	6.378967e-01	0	0	3.213142e+00	4.112736e+00	SPRY2
GO_Biological_Process_2023	Regulation Of Mitotic Spindle Assembly (GO:1901673)	1/20	2.780447e-01	6.378967e-01	0	0	3.213142e+00	4.112736e+00	CHMP2A
GO_Biological_Process_2023	Cellular Response To Copper Ion (GO:0071280)	1/20	2.780447e-01	6.378967e-01	0	0	3.213142e+00	4.112736e+00	HSF1
GO_Biological_Process_2023	Cellular Response To Estradiol Stimulus (GO:0071392)	1/20	2.780447e-01	6.378967e-01	0	0	3.213142e+00	4.112736e+00	EGFR
GO_Biological_Process_2023	Regulation Of Toll-Like Receptor Signaling Pathway (GO:0034121)	1/20	2.780447e-01	6.378967e-01	0	0	3.213142e+00	4.112736e+00	GPR108
GO_Biological_Process_2023	Endothelial Cell Development (GO:0001885)	1/20	2.780447e-01	6.378967e-01	0	0	3.213142e+00	4.112736e+00	MARVELD2
GO_Biological_Process_2023	Epithelial Cilium Movement Involved In Extracellular Fluid Movement (GO:0003351)	1/20	2.780447e-01	6.378967e-01	0	0	3.213142e+00	4.112736e+00	AQP4
GO_Biological_Process_2023	Positive Regulation Of Lipid Storage (GO:0010884)	1/20	2.780447e-01	6.378967e-01	0	0	3.213142e+00	4.112736e+00	EHD1
GO_Biological_Process_2023	Glutamate Metabolic Process (GO:0006536)	1/20	2.780447e-01	6.378967e-01	0	0	3.213142e+00	4.112736e+00	ALDH18A1
GO_Biological_Process_2023	Xenobiotic Transport (GO:0042908)	1/20	2.780447e-01	6.378967e-01	0	0	3.213142e+00	4.112736e+00	GJA1
GO_Biological_Process_2023	Late Endosome To Vacuole Transport (GO:0045324)	1/20	2.780447e-01	6.378967e-01	0	0	3.213142e+00	4.112736e+00	CHMP2A
GO_Biological_Process_2023	Positive Regulation Of Vascular Associated Smooth Muscle Cell Proliferation (GO:1904707)	1/20	2.780447e-01	6.378967e-01	0	0	3.213142e+00	4.112736e+00	GJA1
GO_Biological_Process_2023	Negative Regulation Of B Cell Activation (GO:0050869)	1/20	2.780447e-01	6.378967e-01	0	0	3.213142e+00	4.112736e+00	FOXJ1
GO_Biological_Process_2023	Regulation Of MAP Kinase Activity (GO:0043405)	3/114	2.799151e-01	6.410309e-01	0	0	1.652534e+00	2.104120e+00	SPRY2;EGFR;AGT
GO_Biological_Process_2023	Positive Regulation Of Cell Cycle (GO:0045787)	2/65	2.826967e-01	6.415138e-01	0	0	1.939772e+00	2.450670e+00	HSF1;EGFR
GO_Biological_Process_2023	Fatty Acid Biosynthetic Process (GO:0006633)	2/65	2.826967e-01	6.415138e-01	0	0	1.939772e+00	2.450670e+00	SCD;ELOVL2
GO_Biological_Process_2023	Plasma Membrane Bounded Cell Projection Assembly (GO:0120031)	6/275	2.856028e-01	6.415138e-01	0	0	1.365591e+00	1.711294e+00	BBS2;EHD1;TMEM216;RFX2;TEKT2;FOXJ1
GO_Biological_Process_2023	Cellular Response To BMP Stimulus (GO:0071773)	2/66	2.886870e-01	6.415138e-01	0	0	1.909365e+00	2.372219e+00	SOX9;ADAMTS12
GO_Biological_Process_2023	Negative Regulation Of miRNA Metabolic Process (GO:2000629)	1/21	2.897159e-01	6.415138e-01	0	0	3.052329e+00	3.781392e+00	SOX9
GO_Biological_Process_2023	Regulation Of Steroid Metabolic Process (GO:0019218)	1/21	2.897159e-01	6.415138e-01	0	0	3.052329e+00	3.781392e+00	ACADL
GO_Biological_Process_2023	Plasma Membrane Repair (GO:0001778)	1/21	2.897159e-01	6.415138e-01	0	0	3.052329e+00	3.781392e+00	CHMP2A
GO_Biological_Process_2023	Cellular Response To Nerve Growth Factor Stimulus (GO:1990090)	1/21	2.897159e-01	6.415138e-01	0	0	3.052329e+00	3.781392e+00	EHD1
GO_Biological_Process_2023	Endocardial Cushion Morphogenesis (GO:0003203)	1/21	2.897159e-01	6.415138e-01	0	0	3.052329e+00	3.781392e+00	SOX9
GO_Biological_Process_2023	Sulfur Compound Transport (GO:0072348)	1/21	2.897159e-01	6.415138e-01	0	0	3.052329e+00	3.781392e+00	SLC19A3
GO_Biological_Process_2023	Histone H2A Acetylation (GO:0043968)	1/21	2.897159e-01	6.415138e-01	0	0	3.052329e+00	3.781392e+00	BRD8
GO_Biological_Process_2023	Zinc Ion Transmembrane Transport (GO:0071577)	1/21	2.897159e-01	6.415138e-01	0	0	3.052329e+00	3.781392e+00	SLC30A2
GO_Biological_Process_2023	Positive Regulation Of Smoothened Signaling Pathway (GO:0045880)	1/21	2.897159e-01	6.415138e-01	0	0	3.052329e+00	3.781392e+00	RAB34
GO_Biological_Process_2023	Positive Regulation Of Transcription Regulatory Region DNA Binding (GO:2000679)	1/21	2.897159e-01	6.415138e-01	0	0	3.052329e+00	3.781392e+00	PAX6
GO_Biological_Process_2023	Positive Regulation Of Translational Initiation (GO:0045948)	1/21	2.897159e-01	6.415138e-01	0	0	3.052329e+00	3.781392e+00	CDC123
GO_Biological_Process_2023	Purine Nucleotide Biosynthetic Process (GO:0006164)	1/21	2.897159e-01	6.415138e-01	0	0	3.052329e+00	3.781392e+00	NMNAT3
GO_Biological_Process_2023	Negative Regulation Of GTPase Activity (GO:0034260)	1/21	2.897159e-01	6.415138e-01	0	0	3.052329e+00	3.781392e+00	CPEB2
GO_Biological_Process_2023	Negative Regulation Of Biomineral Tissue Development (GO:0070168)	1/21	2.897159e-01	6.415138e-01	0	0	3.052329e+00	3.781392e+00	SOX9
GO_Biological_Process_2023	Regulation Of Cardiac Conduction (GO:1903779)	1/21	2.897159e-01	6.415138e-01	0	0	3.052329e+00	3.781392e+00	AGT
GO_Biological_Process_2023	Regulation Of Neurogenesis (GO:0050767)	2/67	2.946715e-01	6.462200e-01	0	0	1.879895e+00	2.297032e+00	PAX6;HES1
GO_Biological_Process_2023	Heart Development (GO:0007507)	4/171	2.988583e-01	6.462200e-01	0	0	1.464907e+00	1.769294e+00	GJA1;SALL1;SOX9;ZDHHC16
GO_Biological_Process_2023	Fc Receptor Mediated Stimulatory Signaling Pathway (GO:0002431)	1/22	3.011990e-01	6.462200e-01	0	0	2.906832e+00	3.488152e+00	VAV3
GO_Biological_Process_2023	Fc-epsilon Receptor Signaling Pathway (GO:0038095)	1/22	3.011990e-01	6.462200e-01	0	0	2.906832e+00	3.488152e+00	VAV3
GO_Biological_Process_2023	NAD Metabolic Process (GO:0019674)	1/22	3.011990e-01	6.462200e-01	0	0	2.906832e+00	3.488152e+00	NMNAT3
GO_Biological_Process_2023	Regulation Of Intracellular Steroid Hormone Receptor Signaling Pathway (GO:0033143)	1/22	3.011990e-01	6.462200e-01	0	0	2.906832e+00	3.488152e+00	NR0B1
GO_Biological_Process_2023	Organelle Fission (GO:0048285)	1/22	3.011990e-01	6.462200e-01	0	0	2.906832e+00	3.488152e+00	PEX11G
GO_Biological_Process_2023	peptidyl-L-cysteine S-palmitoylation (GO:0018230)	1/22	3.011990e-01	6.462200e-01	0	0	2.906832e+00	3.488152e+00	ZDHHC9
GO_Biological_Process_2023	peptidyl-S-diacylglycerol-L-cysteine Biosynthetic Process From Peptidyl-Cysteine (GO:0018231)	1/22	3.011990e-01	6.462200e-01	0	0	2.906832e+00	3.488152e+00	ZDHHC9
GO_Biological_Process_2023	Platelet Dense Granule Organization (GO:0060155)	1/22	3.011990e-01	6.462200e-01	0	0	2.906832e+00	3.488152e+00	HPS6
GO_Biological_Process_2023	Cellular Response To Topologically Incorrect Protein (GO:0035967)	1/22	3.011990e-01	6.462200e-01	0	0	2.906832e+00	3.488152e+00	HSF1
GO_Biological_Process_2023	Response To Gamma Radiation (GO:0010332)	1/22	3.011990e-01	6.462200e-01	0	0	2.906832e+00	3.488152e+00	HSF1
GO_Biological_Process_2023	Glucose Transmembrane Transport (GO:1904659)	1/22	3.011990e-01	6.462200e-01	0	0	2.906832e+00	3.488152e+00	SLC2A6
GO_Biological_Process_2023	Vesicle Transport Along Microtubule (GO:0047496)	1/22	3.011990e-01	6.462200e-01	0	0	2.906832e+00	3.488152e+00	CDR2L
GO_Biological_Process_2023	Hexose Transmembrane Transport (GO:0008645)	1/22	3.011990e-01	6.462200e-01	0	0	2.906832e+00	3.488152e+00	SLC2A6
GO_Biological_Process_2023	Positive Regulation Of Receptor Internalization (GO:0002092)	1/22	3.011990e-01	6.462200e-01	0	0	2.906832e+00	3.488152e+00	ANGPT1
GO_Biological_Process_2023	Modulation By Host Of Viral Process (GO:0044788)	1/22	3.011990e-01	6.462200e-01	0	0	2.906832e+00	3.488152e+00	ZDHHC9
GO_Biological_Process_2023	Negative Regulation Of Cell Development (GO:0010721)	1/22	3.011990e-01	6.462200e-01	0	0	2.906832e+00	3.488152e+00	PAX6
GO_Biological_Process_2023	Establishment Of Protein Localization To Membrane (GO:0090150)	2/69	3.066176e-01	6.462200e-01	0	0	1.823592e+00	2.155767e+00	ZDHHC9;EGFR
GO_Biological_Process_2023	Regulation Of Nucleic Acid-Templated Transcription (GO:1903506)	9/452	3.088446e-01	6.462200e-01	0	0	1.244454e+00	1.462130e+00	ZNF331;ZNF492;NFIA;ZNF727;ZNF98;ZNF679;ZNF676;MZF1;SSBP2
GO_Biological_Process_2023	Transmembrane Receptor Protein Tyrosine Kinase Signaling Pathway (GO:0007169)	6/284	3.108044e-01	6.462200e-01	0	0	1.320768e+00	1.543438e+00	EPHA5;ZFYVE27;ANGPT1;GALNT3;ANGPTL1;EGFR
GO_Biological_Process_2023	Regulation Of Centrosome Cycle (GO:0046605)	1/23	3.124971e-01	6.462200e-01	0	0	2.774562e+00	3.227260e+00	CHMP2A
GO_Biological_Process_2023	Negative Regulation Of Epidermal Growth Factor Receptor Signaling Pathway (GO:0042059)	1/23	3.124971e-01	6.462200e-01	0	0	2.774562e+00	3.227260e+00	EGFR
GO_Biological_Process_2023	Regulation Of Cholesterol Metabolic Process (GO:0090181)	1/23	3.124971e-01	6.462200e-01	0	0	2.774562e+00	3.227260e+00	ACADL
GO_Biological_Process_2023	Negative Regulation Of Lymphocyte Activation (GO:0051250)	1/23	3.124971e-01	6.462200e-01	0	0	2.774562e+00	3.227260e+00	FOXJ1
GO_Biological_Process_2023	Regulation Of Extracellular Matrix Organization (GO:1903053)	1/23	3.124971e-01	6.462200e-01	0	0	2.774562e+00	3.227260e+00	AGT
GO_Biological_Process_2023	Artery Development (GO:0060840)	1/23	3.124971e-01	6.462200e-01	0	0	2.774562e+00	3.227260e+00	HES1
